accident_id,city,state,latitude,longitude,date,time,hour,day_of_week,is_weekend,road_type,lanes,traffic_signal,weather,visibility,temperature,traffic_density,cause,accident_severity,vehicles_involved,casualties,is_peak_hour,festival,risk_score,time_of_day,is_weekend_str
1451,Delhi,Delhi,28.565414429831204,77.15324134738454,2022-05-24,12:00,12,Sunday,1,urban,2,1,clear,high,38,medium,overspeeding,major,3,0,0,,0.43,Afternoon,Weekend
1452,Chennai,Tamil Nadu,13.173267220284243,80.17232704602364,2024-02-15,03:00,3,Saturday,1,urban,3,1,clear,medium,22,high,distraction,major,5,0,0,,0.72,Night,Weekend
1453,Mumbai,Maharashtra,19.062107067859174,72.91554980982626,2024-08-03,21:00,21,Saturday,1,highway,4,1,clear,high,23,medium,overspeeding,major,2,2,1,,0.69,Night,Weekend
1454,Mumbai,Maharashtra,19.100231803685787,72.84877226368566,2023-02-12,03:00,3,Sunday,1,urban,2,0,clear,high,39,high,distraction,minor,1,1,0,,0.55,Night,Weekend
1455,Chennai,Tamil Nadu,13.051118468690666,80.25519932977349,2023-03-31,03:00,3,Sunday,1,highway,2,1,rain,medium,23,high,weather,major,3,0,0,,0.69,Night,Weekend
1456,Bangalore,Karnataka,13.013348445172642,77.6900456432609,2024-11-29,08:00,8,Saturday,1,highway,2,0,clear,high,25,low,drunk driving,minor,1,1,1,,0.52,Morning,Weekend
1457,Hyderabad,Telangana,17.450818793680003,78.51607155383638,2023-03-12,23:00,23,Tuesday,0,highway,4,1,fog,low,34,medium,overspeeding,minor,3,3,0,,0.76,Night,Weekday
1458,Mumbai,Maharashtra,19.17588244941666,72.93220322898374,2024-10-27,18:00,18,Tuesday,0,urban,3,0,clear,high,26,low,drunk driving,fatal,2,2,0,,0.65,Evening,Weekday
1459,Pune,Maharashtra,18.489986628320256,73.90067365064812,2024-11-03,00:00,0,Monday,0,urban,2,0,fog,low,28,high,overspeeding,minor,4,3,0,,0.83,Night,Weekday
1460,Chennai,Tamil Nadu,13.08235927193876,80.35996026790414,2022-01-19,18:00,18,Friday,0,highway,3,1,rain,medium,24,low,drunk driving,fatal,3,3,0,,0.81,Evening,Weekday
1461,Delhi,Delhi,28.53537633293276,77.16554309988076,2024-11-11,19:00,19,Saturday,1,urban,2,1,clear,medium,38,high,drunk driving,minor,1,0,0,,0.75,Evening,Weekend
1462,Pune,Maharashtra,18.500564297306752,73.80873336880046,2024-07-04,14:00,14,Wednesday,0,urban,3,1,clear,high,19,low,overspeeding,fatal,3,3,0,,0.53,Afternoon,Weekday
1463,Chennai,Tamil Nadu,13.05120126089461,80.23533719628341,2023-04-12,19:00,19,Tuesday,0,urban,4,1,rain,low,25,medium,overspeeding,major,5,0,0,,0.69,Evening,Weekday
1464,Bangalore,Karnataka,12.952307023114324,77.64963307289953,2023-03-11,00:00,0,Saturday,1,urban,2,0,clear,high,37,high,distraction,minor,1,0,1,,0.51,Night,Weekend
1465,Hyderabad,Telangana,17.45900603316194,78.45964269306212,2023-03-02,04:00,4,Monday,0,urban,3,1,fog,low,25,high,drunk driving,minor,1,1,0,,0.83,Night,Weekday
1466,Mumbai,Maharashtra,19.047942122908548,72.8873473400996,2022-05-24,05:00,5,Friday,0,urban,4,1,clear,medium,39,low,drunk driving,fatal,5,5,0,,0.67,Morning,Weekday
1467,Delhi,Delhi,28.608622522248584,77.21383052582286,2024-03-21,06:00,6,Sunday,1,rural,1,0,rain,medium,27,medium,overspeeding,minor,1,0,0,,0.54,Morning,Weekend
1468,Delhi,Delhi,28.6777369319274,77.18386189510062,2025-01-17,20:00,20,Saturday,1,urban,2,1,clear,high,24,low,overspeeding,minor,3,1,1,,0.53,Evening,Weekend
1469,Delhi,Delhi,28.617407240990293,77.14779462984912,2022-02-10,04:00,4,Sunday,1,highway,4,0,clear,high,38,high,overspeeding,minor,5,5,1,,0.74,Night,Weekend
1470,Chennai,Tamil Nadu,13.037654571381688,80.26646696732168,2022-10-31,23:00,23,Monday,0,highway,2,0,rain,medium,23,medium,overspeeding,major,3,1,0,,0.76,Night,Weekday
1471,Mumbai,Maharashtra,19.00352863003845,72.9565107979778,2023-01-29,01:00,1,Sunday,1,highway,4,1,clear,high,16,high,overspeeding,minor,1,1,0,,0.7,Night,Weekend
1472,Delhi,Delhi,28.6705092193627,77.15535436948046,2023-07-10,01:00,1,Friday,0,urban,3,0,clear,medium,31,high,drunk driving,major,5,3,0,,0.79,Night,Weekday
1473,Kolkata,West Bengal,22.611545149969945,88.45214846568,2024-01-16,01:00,1,Friday,0,urban,2,1,clear,high,22,low,distraction,minor,5,4,1,,0.38,Night,Weekday
1474,Chandigarh,Chandigarh,30.668686050729907,76.80194655021438,2022-12-16,22:00,22,Saturday,1,urban,3,0,rain,medium,31,high,poor road,minor,1,0,0,,0.61,Night,Weekend
1475,Hyderabad,Telangana,17.383345240608758,78.46870877118099,2022-06-17,15:00,15,Monday,0,highway,3,1,clear,high,22,medium,distraction,major,3,1,0,,0.43,Afternoon,Weekday
1476,Chennai,Tamil Nadu,13.17828448331139,80.19188025212465,2024-11-28,01:00,1,Sunday,1,urban,2,1,clear,high,33,high,overspeeding,minor,4,4,0,,0.69,Night,Weekend
1477,Bangalore,Karnataka,12.942037509062684,77.59925023803768,2023-02-27,11:00,11,Friday,0,highway,2,1,clear,high,39,medium,distraction,minor,4,0,0,,0.34,Morning,Weekday
1478,Delhi,Delhi,28.640083758964806,77.28568365618273,2025-01-17,03:00,3,Friday,0,urban,3,1,clear,high,25,high,weather,minor,3,1,1,,0.41,Night,Weekday
1479,Hyderabad,Telangana,17.303100160639016,78.42619836698373,2025-02-15,00:00,0,Saturday,1,urban,4,0,clear,medium,16,low,weather,minor,1,1,0,,0.52,Night,Weekend
1480,Delhi,Delhi,28.63195589725082,77.16107132463168,2022-01-12,23:00,23,Wednesday,0,urban,3,0,clear,high,35,medium,drunk driving,minor,1,0,0,,0.59,Night,Weekday
1481,Bangalore,Karnataka,12.987630822330244,77.6582399692778,2022-04-04,05:00,5,Friday,0,urban,3,1,fog,low,16,medium,overspeeding,minor,3,3,1,,0.5,Morning,Weekday
1482,Delhi,Delhi,28.650592349288484,77.21697965885758,2023-10-20,11:00,11,Wednesday,0,highway,2,1,clear,high,20,low,distraction,minor,5,2,0,,0.35,Morning,Weekday
1483,Hyderabad,Telangana,17.381574086782322,78.55302914582668,2024-09-23,16:00,16,Friday,0,highway,3,1,clear,high,35,medium,poor road,minor,3,3,0,,0.21,Afternoon,Weekday
1484,Chennai,Tamil Nadu,13.066082319557056,80.23693866507922,2022-12-16,01:00,1,Thursday,0,highway,2,1,clear,high,15,high,poor road,minor,3,2,0,,0.49,Night,Weekday
1485,Chennai,Tamil Nadu,13.169422736897156,80.21752889208946,2022-02-23,11:00,11,Saturday,1,urban,4,1,fog,low,40,high,overspeeding,major,4,3,0,,0.81,Morning,Weekend
1486,Chennai,Tamil Nadu,13.081469503369844,80.33067678397177,2025-02-26,03:00,3,Monday,0,urban,1,0,clear,high,31,medium,overspeeding,fatal,1,0,0,,0.69,Night,Weekday
1487,Pune,Maharashtra,18.527062410817297,73.88440722449026,2025-02-19,22:00,22,Sunday,1,highway,3,1,fog,low,25,medium,overspeeding,major,2,1,0,,0.88,Night,Weekend
1488,Mumbai,Maharashtra,19.082303972897467,72.89859674492025,2023-03-04,03:00,3,Friday,0,highway,3,1,rain,medium,21,high,distraction,minor,4,4,0,,0.67,Night,Weekday
1489,Chandigarh,Chandigarh,30.747901389063472,76.7296367226318,2024-07-27,22:00,22,Monday,0,urban,2,0,clear,high,34,medium,drunk driving,minor,1,0,0,,0.57,Night,Weekday
1490,Chennai,Tamil Nadu,13.007290598822976,80.30795804329662,2024-03-20,08:00,8,Wednesday,0,urban,2,1,clear,high,20,medium,poor road,minor,3,0,0,,0.21,Morning,Weekday
1491,Mumbai,Maharashtra,19.125322324773187,72.79097100078654,2023-10-28,16:00,16,Friday,0,urban,1,0,clear,high,25,medium,poor road,minor,1,1,0,,0.22,Afternoon,Weekday
1492,Chennai,Tamil Nadu,13.091572786952955,80.2231865585898,2023-11-09,23:00,23,Monday,0,highway,2,1,fog,low,27,high,distraction,minor,1,1,0,,0.73,Night,Weekday
1493,Delhi,Delhi,28.63132822015809,77.11010214414534,2023-05-20,11:00,11,Saturday,1,urban,2,0,rain,medium,20,medium,overspeeding,major,2,2,0,,0.59,Morning,Weekend
1494,Hyderabad,Telangana,17.392896168051227,78.44066148384482,2025-01-02,01:00,1,Tuesday,0,urban,3,0,rain,low,37,high,overspeeding,minor,3,3,0,,0.82,Night,Weekday
1495,Bangalore,Karnataka,12.96242089023742,77.555183337242,2024-10-10,22:00,22,Saturday,1,highway,4,0,rain,low,37,medium,weather,minor,1,0,0,,0.68,Night,Weekend
1496,Chennai,Tamil Nadu,13.100074033497616,80.35143852872069,2025-03-31,00:00,0,Friday,0,highway,3,1,clear,high,35,high,overspeeding,major,4,4,0,,0.71,Night,Weekday
1497,Delhi,Delhi,28.534399469451696,77.30787573157329,2024-02-10,19:00,19,Tuesday,0,urban,4,1,clear,high,32,high,weather,major,3,3,0,,0.45,Evening,Weekday
1498,Chennai,Tamil Nadu,13.125087519831744,80.20232932859426,2024-08-02,08:00,8,Saturday,1,urban,3,0,clear,high,15,medium,poor road,minor,5,4,0,,0.24,Morning,Weekend
1499,Chandigarh,Chandigarh,30.682746132693342,76.79897461034497,2024-01-12,15:00,15,Friday,0,highway,3,0,fog,low,37,high,overspeeding,minor,5,2,0,,0.74,Afternoon,Weekday
1500,Chennai,Tamil Nadu,13.04773517021512,80.2669812648214,2022-11-22,00:00,0,Sunday,1,urban,3,0,clear,high,28,low,distraction,minor,3,2,0,,0.45,Night,Weekend
1501,Delhi,Delhi,28.636682495173428,77.19948867933974,2023-05-15,19:00,19,Saturday,1,urban,3,1,clear,high,39,high,distraction,minor,2,0,0,,0.54,Evening,Weekend
1502,Bangalore,Karnataka,12.952428886204403,77.65206583793004,2022-07-07,21:00,21,Wednesday,0,urban,3,0,clear,high,25,high,distraction,minor,3,1,1,,0.5,Night,Weekday
1503,Chandigarh,Chandigarh,30.771500771966465,76.78892204595225,2023-12-10,04:00,4,Friday,0,urban,2,1,clear,high,19,low,overspeeding,major,4,2,0,,0.6,Night,Weekday
1504,Chennai,Tamil Nadu,13.083219354476148,80.32683671596847,2024-07-18,13:00,13,Tuesday,0,urban,3,0,clear,high,31,low,poor road,minor,5,1,0,,0.18,Afternoon,Weekday
1505,Delhi,Delhi,28.70659104805645,77.286923568364,2022-11-29,20:00,20,Tuesday,0,rural,2,1,clear,high,17,low,overspeeding,major,2,0,0,,0.62,Evening,Weekday
1506,Delhi,Delhi,28.52249994170125,77.22037151225311,2022-04-18,18:00,18,Sunday,1,urban,2,0,clear,high,33,medium,overspeeding,minor,4,0,1,,0.5,Evening,Weekend
1507,Delhi,Delhi,28.63945751016708,77.2177185332943,2022-06-13,02:00,2,Friday,0,rural,3,1,clear,high,23,high,poor road,fatal,5,0,0,,0.69,Night,Weekday
1508,Mumbai,Maharashtra,19.154386375192104,72.90452392721208,2025-01-13,16:00,16,Thursday,0,highway,3,1,clear,high,24,medium,distraction,fatal,4,3,0,,0.41,Afternoon,Weekday
1509,Kolkata,West Bengal,22.57875950470052,88.35612758317657,2022-02-06,09:00,9,Sunday,1,urban,2,1,clear,high,39,low,overspeeding,fatal,4,1,0,,0.52,Morning,Weekend
1510,Hyderabad,Telangana,17.33877724442291,78.48368659510565,2024-08-12,21:00,21,Thursday,0,rural,2,0,clear,high,35,medium,overspeeding,minor,2,1,0,,0.57,Night,Weekday
1511,Delhi,Delhi,28.52933762209196,77.17530900369997,2024-06-09,18:00,18,Sunday,1,urban,3,0,clear,high,36,high,drunk driving,fatal,3,0,0,,0.84,Evening,Weekend
1512,Bangalore,Karnataka,12.92745764102892,77.66987238752981,2022-05-19,14:00,14,Tuesday,0,urban,2,1,clear,high,15,high,poor road,fatal,3,0,1,,0.44,Afternoon,Weekday
1513,Kolkata,West Bengal,22.637188629920384,88.29468559852776,2024-06-12,21:00,21,Monday,0,urban,3,1,clear,high,28,high,overspeeding,major,3,2,0,,0.72,Night,Weekday
1514,Bangalore,Karnataka,12.98430219522794,77.53241131513589,2022-09-06,23:00,23,Monday,0,rural,3,1,clear,high,25,high,overspeeding,fatal,2,0,1,,0.88,Night,Weekday
1515,Chandigarh,Chandigarh,30.68860240766831,76.72176631953504,2022-04-14,22:00,22,Saturday,1,urban,2,1,fog,low,15,high,drunk driving,minor,5,1,0,,0.88,Night,Weekend
1516,Kolkata,West Bengal,22.64836962303042,88.27567679845752,2023-05-14,18:00,18,Saturday,1,highway,1,0,clear,high,37,high,overspeeding,minor,3,2,0,,0.66,Evening,Weekend
1517,Chennai,Tamil Nadu,13.050586935543167,80.1731375268965,2022-02-18,18:00,18,Friday,0,rural,3,0,clear,high,31,high,overspeeding,fatal,5,5,0,,0.75,Evening,Weekday
1518,Delhi,Delhi,28.66408275420056,77.26214748994535,2024-01-10,09:00,9,Thursday,0,urban,2,0,clear,high,26,high,poor road,major,2,2,1,,0.43,Morning,Weekday
1519,Chandigarh,Chandigarh,30.65319613549164,76.68802247728318,2023-01-29,18:00,18,Sunday,1,urban,2,0,clear,medium,22,high,overspeeding,major,3,0,0,,0.78,Evening,Weekend
1520,Hyderabad,Telangana,17.31752399485474,78.3884257227852,2024-01-18,04:00,4,Tuesday,0,urban,2,1,fog,low,17,low,overspeeding,major,5,2,0,,0.78,Night,Weekday
1521,Delhi,Delhi,28.521620983816536,77.18710677404201,2024-06-26,21:00,21,Friday,0,urban,1,0,clear,high,25,high,distraction,minor,1,1,0,,0.46,Night,Weekday
1522,Chennai,Tamil Nadu,13.075397800245392,80.34140696403766,2022-10-30,00:00,0,Wednesday,0,urban,3,0,clear,high,37,medium,drunk driving,minor,1,0,0,,0.55,Night,Weekday
1523,Chandigarh,Chandigarh,30.708781450648,76.82139645645283,2023-07-30,08:00,8,Monday,0,highway,3,1,fog,low,26,high,overspeeding,minor,1,0,0,,0.7,Morning,Weekday
1524,Chennai,Tamil Nadu,13.024461433068184,80.35140465366807,2022-05-28,00:00,0,Tuesday,0,urban,1,0,clear,high,40,high,poor road,minor,5,5,0,,0.47,Night,Weekday
1525,Hyderabad,Telangana,17.385561589470683,78.38787275690423,2022-03-06,07:00,7,Sunday,1,urban,2,1,clear,high,16,high,drunk driving,fatal,4,4,1,,0.74,Morning,Weekend
1526,Delhi,Delhi,28.54624786065015,77.14604174415082,2025-01-21,03:00,3,Thursday,0,urban,2,1,rain,low,20,medium,overspeeding,major,5,5,0,,0.82,Night,Weekday
1527,Kolkata,West Bengal,22.6350310621003,88.34230092001738,2023-04-04,22:00,22,Saturday,1,rural,3,0,fog,low,27,high,weather,minor,2,2,0,,0.74,Night,Weekend
1528,Hyderabad,Telangana,17.36415559935139,78.5543548315306,2024-09-21,05:00,5,Monday,0,highway,4,1,fog,low,30,medium,distraction,minor,4,0,0,,0.51,Morning,Weekday
1529,Hyderabad,Telangana,17.47794594768994,78.46118007075614,2024-12-30,09:00,9,Tuesday,0,urban,2,0,fog,low,26,medium,overspeeding,minor,4,2,1,,0.52,Morning,Weekday
1530,Pune,Maharashtra,18.594696522762423,73.8441997439681,2024-09-16,13:00,13,Friday,0,highway,4,1,rain,medium,24,high,overspeeding,major,4,4,1,,0.7,Afternoon,Weekday
1531,Mumbai,Maharashtra,19.01609928572836,72.86094952581578,2024-10-20,15:00,15,Saturday,1,urban,2,0,rain,medium,28,medium,weather,major,3,3,0,,0.4,Afternoon,Weekend
1532,Chennai,Tamil Nadu,13.086015847101883,80.31428955251533,2023-09-16,21:00,21,Sunday,1,highway,4,1,clear,high,26,low,drunk driving,fatal,3,3,0,,0.76,Night,Weekend
1533,Delhi,Delhi,28.632813461839408,77.2788664921781,2022-11-01,05:00,5,Thursday,0,urban,4,1,clear,high,36,low,drunk driving,minor,5,3,1,,0.43,Morning,Weekday
1534,Pune,Maharashtra,18.601983766795275,73.91471522180711,2024-05-04,04:00,4,Sunday,1,highway,2,0,clear,high,25,high,weather,minor,2,2,0,,0.56,Night,Weekend
1535,Delhi,Delhi,28.690774749308144,77.2270782253478,2024-05-18,01:00,1,Tuesday,0,rural,2,0,clear,high,39,high,drunk driving,major,4,3,1,,0.78,Night,Weekday
1536,Mumbai,Maharashtra,18.99062347594097,72.87492747087256,2023-10-18,09:00,9,Sunday,1,urban,2,1,rain,medium,25,high,overspeeding,minor,2,0,1,,0.58,Morning,Weekend
1537,Delhi,Delhi,28.599990754731287,77.20495681767022,2023-12-13,04:00,4,Sunday,1,urban,1,1,clear,high,16,high,distraction,minor,4,0,0,,0.59,Night,Weekend
1538,Bangalore,Karnataka,12.95152643948682,77.56164060303293,2024-10-16,13:00,13,Monday,0,urban,2,0,clear,high,31,medium,overspeeding,minor,5,5,0,,0.4,Afternoon,Weekday
1539,Chandigarh,Chandigarh,30.72167998955193,76.76540237249763,2023-12-14,17:00,17,Friday,0,urban,4,1,clear,high,37,high,overspeeding,minor,3,0,0,,0.56,Evening,Weekday
1540,Chandigarh,Chandigarh,30.728354539532,76.86272862650445,2023-05-01,03:00,3,Wednesday,0,urban,3,1,rain,low,37,low,drunk driving,major,3,0,0,,0.82,Night,Weekday
1541,Pune,Maharashtra,18.587003927524314,73.87756878409739,2024-07-24,13:00,13,Wednesday,0,urban,4,0,clear,high,22,high,overspeeding,major,3,3,0,,0.53,Afternoon,Weekday
1542,Delhi,Delhi,28.692110626798563,77.21114431550602,2024-12-16,11:00,11,Sunday,1,urban,2,1,rain,medium,22,high,drunk driving,fatal,2,1,0,,0.8,Morning,Weekend
1543,Kolkata,West Bengal,22.64980699107263,88.46064441119218,2022-05-30,18:00,18,Sunday,1,rural,2,1,clear,high,23,high,poor road,fatal,1,1,0,,0.72,Evening,Weekend
1544,Chandigarh,Chandigarh,30.63811578235296,76.79969108720462,2023-08-12,14:00,14,Saturday,1,urban,3,1,rain,medium,31,low,overspeeding,major,1,1,1,,0.59,Afternoon,Weekend
1545,Delhi,Delhi,28.598784622525184,77.19959368292837,2024-10-06,01:00,1,Monday,0,urban,2,0,clear,high,15,medium,overspeeding,minor,5,4,1,,0.49,Night,Weekday
1546,Delhi,Delhi,28.54082576774624,77.23669791771145,2024-07-14,14:00,14,Monday,0,urban,2,0,rain,medium,30,low,poor road,major,4,3,1,,0.34,Afternoon,Weekday
1547,Delhi,Delhi,28.70451290558288,77.14252850132762,2024-07-07,03:00,3,Thursday,0,urban,2,1,clear,high,38,medium,overspeeding,minor,4,2,0,,0.49,Night,Weekday
1548,Bangalore,Karnataka,13.016467105250925,77.64006434120472,2023-10-16,05:00,5,Tuesday,0,rural,2,0,clear,high,24,high,poor road,minor,1,0,1,,0.35,Morning,Weekday
1549,Bangalore,Karnataka,12.893036244995889,77.52946073181914,2023-09-05,20:00,20,Tuesday,0,rural,4,1,clear,high,33,high,distraction,minor,5,0,0,,0.58,Evening,Weekday
1550,Chennai,Tamil Nadu,13.039607717961946,80.2287476633746,2023-09-24,21:00,21,Sunday,1,urban,1,1,fog,low,40,high,overspeeding,major,3,0,0,,0.9,Night,Weekend
1551,Delhi,Delhi,28.670794172464188,77.21636197184458,2023-03-01,11:00,11,Monday,0,urban,2,1,clear,high,20,high,overspeeding,major,1,1,0,,0.57,Morning,Weekday
1552,Delhi,Delhi,28.705211664958004,77.2083091230212,2024-07-05,19:00,19,Thursday,0,urban,1,1,clear,high,21,high,distraction,minor,4,0,0,,0.45,Evening,Weekday
1553,Kolkata,West Bengal,22.612779051142493,88.34514064894961,2024-04-28,00:00,0,Saturday,1,highway,2,1,clear,high,38,medium,drunk driving,minor,3,0,0,,0.67,Night,Weekend
1554,Chennai,Tamil Nadu,13.106335491995752,80.17122312823409,2025-02-03,13:00,13,Sunday,1,highway,3,1,clear,high,19,high,poor road,minor,4,3,0,,0.38,Afternoon,Weekend
1555,Pune,Maharashtra,18.590659461110512,73.81166021661566,2022-05-13,08:00,8,Friday,0,urban,3,0,rain,medium,16,low,overspeeding,major,5,1,0,,0.49,Morning,Weekday
1556,Kolkata,West Bengal,22.53011446652693,88.28768357256955,2022-06-19,22:00,22,Thursday,0,highway,2,0,clear,high,15,medium,poor road,minor,1,1,0,,0.43,Night,Weekday
1557,Delhi,Delhi,28.532370358133026,77.24845365327123,2025-02-04,04:00,4,Friday,0,highway,4,1,clear,high,27,low,poor road,minor,5,4,0,,0.39,Night,Weekday
1558,Mumbai,Maharashtra,19.06567062745341,72.89345332039042,2022-01-29,00:00,0,Saturday,1,highway,3,0,clear,high,16,high,overspeeding,major,4,2,0,,0.75,Night,Weekend
1559,Delhi,Delhi,28.59416839260872,77.13178240693281,2022-04-12,03:00,3,Wednesday,0,highway,2,0,clear,high,31,high,drunk driving,minor,3,3,0,,0.66,Night,Weekday
1560,Delhi,Delhi,28.61713170452565,77.12214071724742,2024-08-06,09:00,9,Saturday,1,highway,2,0,clear,high,17,high,overspeeding,fatal,3,1,1,,0.67,Morning,Weekend
1561,Chandigarh,Chandigarh,30.66614080184801,76.83010170272794,2022-05-23,20:00,20,Sunday,1,urban,3,0,clear,high,30,high,weather,minor,2,2,1,,0.46,Evening,Weekend
1562,Mumbai,Maharashtra,19.13966935573969,72.96571198263042,2024-08-06,18:00,18,Monday,0,urban,3,1,rain,medium,32,medium,poor road,minor,5,3,0,,0.39,Evening,Weekday
1563,Chandigarh,Chandigarh,30.82872748831199,76.69463579361982,2022-09-15,11:00,11,Wednesday,0,urban,4,1,rain,low,26,low,distraction,minor,4,4,0,,0.5,Morning,Weekday
1564,Delhi,Delhi,28.57245649734604,77.2816406348533,2025-04-08,01:00,1,Monday,0,highway,2,1,rain,medium,26,medium,overspeeding,minor,5,4,0,,0.67,Night,Weekday
1565,Mumbai,Maharashtra,19.04562738269517,72.95458153735,2024-10-06,05:00,5,Friday,0,urban,1,0,clear,high,20,high,distraction,minor,1,1,0,,0.37,Morning,Weekday
1566,Hyderabad,Telangana,17.33296625253398,78.53908722338929,2023-05-02,01:00,1,Saturday,1,urban,4,0,rain,low,32,high,overspeeding,minor,5,5,0,,0.89,Night,Weekend
1567,Bangalore,Karnataka,12.995011952129138,77.57083639924096,2024-05-14,22:00,22,Sunday,1,urban,2,0,rain,low,20,medium,poor road,fatal,2,2,0,,0.77,Night,Weekend
1568,Mumbai,Maharashtra,19.0801551055589,72.85498669786917,2023-08-21,13:00,13,Sunday,1,highway,2,1,clear,high,38,high,overspeeding,minor,1,1,0,,0.59,Afternoon,Weekend
1569,Chandigarh,Chandigarh,30.6805286326327,76.85226422738147,2024-07-02,22:00,22,Saturday,1,urban,2,1,rain,medium,39,medium,weather,minor,1,1,0,,0.46,Night,Weekend
1570,Hyderabad,Telangana,17.315012836677045,78.50207984518731,2023-11-06,13:00,13,Sunday,1,urban,3,0,clear,high,17,medium,overspeeding,minor,3,0,0,,0.44,Afternoon,Weekend
1571,Pune,Maharashtra,18.50914603310564,73.88894891709808,2023-10-25,20:00,20,Sunday,1,urban,2,0,rain,low,16,medium,drunk driving,fatal,5,1,1,,0.88,Evening,Weekend
1572,Bangalore,Karnataka,12.95747925871314,77.67238532462828,2023-10-13,19:00,19,Tuesday,0,urban,1,1,clear,high,34,high,drunk driving,fatal,5,2,0,,0.8,Evening,Weekday
1573,Delhi,Delhi,28.70403825887669,77.14876889176861,2023-02-08,19:00,19,Monday,0,highway,2,1,clear,high,37,high,distraction,minor,4,2,0,,0.49,Evening,Weekday
1574,Chandigarh,Chandigarh,30.676374539562648,76.7131681039013,2023-04-26,22:00,22,Friday,0,urban,2,0,clear,high,39,low,overspeeding,fatal,2,0,0,,0.63,Night,Weekday
1575,Chennai,Tamil Nadu,13.096148942016695,80.24234709817844,2022-10-31,04:00,4,Friday,0,urban,2,1,clear,high,35,high,drunk driving,fatal,5,5,0,,0.78,Night,Weekday
1576,Kolkata,West Bengal,22.518642125431025,88.42228531470069,2024-06-20,11:00,11,Friday,0,rural,2,1,rain,medium,36,medium,drunk driving,major,4,0,1,,0.64,Morning,Weekday
1577,Mumbai,Maharashtra,19.15609881975854,72.84602766700274,2022-03-13,02:00,2,Saturday,1,urban,3,0,clear,high,15,high,drunk driving,minor,3,0,1,,0.74,Night,Weekend
1578,Hyderabad,Telangana,17.458512700043457,78.51078778112188,2024-11-15,01:00,1,Tuesday,0,urban,2,0,clear,high,34,low,overspeeding,fatal,4,4,0,,0.69,Night,Weekday
1579,Chennai,Tamil Nadu,13.115116692892869,80.30878585185907,2024-05-26,23:00,23,Saturday,1,rural,2,0,clear,high,32,high,weather,minor,2,2,1,,0.61,Night,Weekend
1580,Mumbai,Maharashtra,19.08605623040933,72.9151888605669,2022-01-02,14:00,14,Saturday,1,highway,2,0,clear,high,30,high,distraction,minor,3,3,1,,0.44,Afternoon,Weekend
1581,Kolkata,West Bengal,22.50513828288772,88.4003176556275,2024-03-16,13:00,13,Thursday,0,urban,2,1,fog,low,39,medium,weather,minor,3,3,0,,0.43,Afternoon,Weekday
1582,Bangalore,Karnataka,13.033530968484335,77.65181743977953,2024-09-13,04:00,4,Sunday,1,highway,2,0,rain,medium,32,high,overspeeding,minor,3,2,0,,0.83,Night,Weekend
1583,Kolkata,West Bengal,22.662556797150497,88.41890253386747,2022-10-09,15:00,15,Sunday,1,rural,1,0,clear,high,30,high,overspeeding,minor,5,5,0,,0.6,Afternoon,Weekend
1584,Delhi,Delhi,28.53263423138736,77.13467417871304,2023-04-09,22:00,22,Tuesday,0,urban,2,0,clear,medium,38,medium,poor road,minor,1,1,1,,0.43,Night,Weekday
1585,Bangalore,Karnataka,13.020394276281218,77.58811629308674,2023-03-20,09:00,9,Sunday,1,highway,3,0,clear,high,26,high,overspeeding,major,5,0,0,,0.63,Morning,Weekend
1586,Delhi,Delhi,28.62060858029225,77.12568534025043,2023-11-06,23:00,23,Saturday,1,urban,2,0,clear,high,16,high,distraction,minor,5,2,1,,0.51,Night,Weekend
1587,Delhi,Delhi,28.564004938116067,77.11487317309827,2023-04-27,04:00,4,Saturday,1,urban,2,1,clear,medium,34,high,weather,fatal,5,2,0,,0.77,Night,Weekend
1588,Chennai,Tamil Nadu,13.118505958201936,80.20344769198401,2024-04-28,19:00,19,Monday,0,urban,4,1,fog,low,33,low,overspeeding,minor,2,1,0,,0.68,Evening,Weekday
1589,Chennai,Tamil Nadu,13.124026592935229,80.3169277027028,2022-01-01,08:00,8,Saturday,1,urban,1,0,clear,high,17,medium,overspeeding,minor,3,0,0,,0.43,Morning,Weekend
1590,Mumbai,Maharashtra,19.16170664097576,72.95920856232703,2024-08-05,13:00,13,Monday,0,urban,2,1,clear,high,38,high,overspeeding,fatal,3,0,1,,0.6,Afternoon,Weekday
1591,Pune,Maharashtra,18.492781457934047,73.86849585657696,2023-12-25,22:00,22,Sunday,1,urban,2,1,clear,high,39,high,drunk driving,fatal,1,1,1,,0.83,Night,Weekend
1592,Pune,Maharashtra,18.43348012014798,73.89394102396648,2022-12-04,22:00,22,Sunday,1,urban,2,1,clear,high,16,high,drunk driving,major,1,1,0,,0.73,Night,Weekend
1593,Chandigarh,Chandigarh,30.66866577750999,76.73637970651141,2023-04-15,14:00,14,Sunday,1,urban,2,1,clear,high,28,medium,distraction,minor,2,1,0,,0.34,Afternoon,Weekend
1594,Delhi,Delhi,28.55207932950329,77.2249923554705,2023-11-20,00:00,0,Friday,0,urban,2,1,rain,medium,35,high,drunk driving,minor,2,0,0,,0.78,Night,Weekday
1595,Delhi,Delhi,28.692511904100243,77.28943664274438,2024-12-21,18:00,18,Sunday,1,urban,2,1,clear,medium,16,high,weather,minor,2,2,0,,0.59,Evening,Weekend
